hit_id,decision_id,att_attachmentLink,att_metadataReference,matchedKeywords,matchedLanguage,matchContext,loadedAt,att_attachmentCategory,att_attachmentDocumentDate,att_attachmentIdSequence,att_attachmentLanguage,att_attachmentLocationType,att_attachmentName,att_attachmentPublicationBusinessDate,att_attachmentPublicationDescription,att_attachmentSentDate,att_language,att_metadataType,caseAtt_attachmentCategory,caseAtt_attachmentDocumentDate,caseAtt_attachmentIdSequence,caseAtt_attachmentLanguage,caseAtt_attachmentLink,caseAtt_attachmentLocationType,caseAtt_attachmentName,caseAtt_attachmentPublicationBusinessDate,caseAtt_attachmentPublicationDescription,caseAtt_attachmentSentDate,caseAtt_language,caseAtt_metadataReference,caseAtt_metadataType,case_caseAidInstruments,case_caseCartel,case_caseCompanies,case_caseCourtCases,case_caseDeadlineDate,case_caseDg,case_caseEvents,case_caseEventsDates,case_caseExternalLinks,case_caseInitiationDate,case_caseInstrument,case_caseInvestigationPhase,case_caseLastDecisionDate,case_caseLegalBasis,case_caseLinks,case_caseNotificationDate,case_caseNumber,case_caseNumberPart,case_caseOfficialJournalPublications,case_caseOfficialJournalPublicationsPublishedDates,case_casePressReleases,case_casePressReleasesPublicationDates,case_casePrimaryLaws,case_caseRegions,case_caseRegulation,case_caseRenotificationDate,case_caseSecondaryLaws,case_caseSectors,case_caseSimplified,case_caseSimplifiedProcedure,case_caseTimelineEvents,case_caseTimelineEventsDates,case_caseTitle,case_caseType,case_language,case_metadataReference,case_metadataType,dec_decisionAdoptionDate,dec_decisionCelexReference,dec_decisionExternalLinks,dec_decisionNumber,dec_decisionOfficialJournalPublications,dec_decisionOfficialJournalPublicationsPublishedDates,dec_decisionOjPriorPublication,dec_decisionPressReleases,dec_decisionPressReleasesPublicationDates,dec_decisionTypes,dec_language,dec_metadataReference,dec_metadataType
21,366,https://ec.europa.eu/competition/mergers/cases/decisions/m2876_20030402_600_pt.pdf,M.2876-DEC37900-ATT495,arbitrag*,PT,didos após a mudança da televisão analógica terrestre para a televisão analógica digital em Itália; Arbitragem l) a Newscorp propôs um procedimento de arbitragem destinado a garantir o respeito dos co,2026-06-05T15:34:39.712223,,,495,PT,DDOC,Art. 8(2) with conditions & obligations -  - mtf-dec-m-02876-020-2-20030402-0600-pub-pt,,,2004-04-02,pt,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,NEWSCORP / TELEPIU | NEWSCORP / TELEPIU / STREAM,,,,,,,2002-10-16,Merger,,2010-07-20,,,2002-10-16,M.2876,2876,{},,{},,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsJ_60_2"",""label"":""J.60.2 - Television programming and broadcasting activities""}",Normal procedure,,,,NEWSCORP / TELEPIU,,en,M.2876,METADATA_CASE,2003-04-02,32004D0311,,37900,"{""items"":[{""reference"":""L110"",""publishedDate"":""2004-04-16"",""priorPublication"":""false""}]}",2004-04-16,false,"{""items"":[{""reference"":""IP/03/478""}]}",,"{""code"":""DecisionType600"",""label"":""Art. 8(2) with conditions & obligations""}",en,M.2876-DEC37900,METADATA_DECISION
22,368,https://ec.europa.eu/competition/mergers/cases/decisions/m2876_20030402_600_fr.pdf,M.2876-DEC37900-ATT497,arbitrag*,FR,diodiffusion télévisuelle hertzienne analogique à la radiodiffusion hertzienne numérique en Italie. Arbitrage l) Newscorp propose une procédure d'arbitrage pour garantir l'efficacité des engagements.,2026-06-05T15:34:52.287542,,,497,FR,DDOC,Art. 8(2) with conditions & obligations -  - mtf-dec-m-02876-020-2-20030402-0600-pub-fr,,,2004-04-02,fr,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,NEWSCORP / TELEPIU | NEWSCORP / TELEPIU / STREAM,,,,,,,2002-10-16,Merger,,2010-07-20,,,2002-10-16,M.2876,2876,{},,{},,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsJ_60_2"",""label"":""J.60.2 - Television programming and broadcasting activities""}",Normal procedure,,,,NEWSCORP / TELEPIU,,en,M.2876,METADATA_CASE,2003-04-02,32004D0311,,37900,"{""items"":[{""reference"":""L110"",""publishedDate"":""2004-04-16"",""priorPublication"":""false""}]}",2004-04-16,false,"{""items"":[{""reference"":""IP/03/478""}]}",,"{""code"":""DecisionType600"",""label"":""Art. 8(2) with conditions & obligations""}",en,M.2876-DEC37900,METADATA_DECISION
23,369,https://ec.europa.eu/competition/mergers/cases/decisions/m2876_20030402_600_fi.pdf,M.2876-DEC37900-ATT500,välimies* | välimiesmenettel*,FI,een kun Italiassa on siirrytty maanpäällisen verkon analogisista lähetyksistä digitaalilähetyksiin. Välimiesmenettely l) Newscorp on ehdottanut välimiesmenettelyä sitoumusten täytäntöönpanon takaamise,2026-06-05T15:34:57.398738,,,500,FI,DDOC,Art. 8(2) with conditions & obligations -  - mtf-dec-m-02876-020-2-20030402-0600-pub-fi,,,2004-04-02,fi,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,NEWSCORP / TELEPIU | NEWSCORP / TELEPIU / STREAM,,,,,,,2002-10-16,Merger,,2010-07-20,,,2002-10-16,M.2876,2876,{},,{},,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsJ_60_2"",""label"":""J.60.2 - Television programming and broadcasting activities""}",Normal procedure,,,,NEWSCORP / TELEPIU,,en,M.2876,METADATA_CASE,2003-04-02,32004D0311,,37900,"{""items"":[{""reference"":""L110"",""publishedDate"":""2004-04-16"",""priorPublication"":""false""}]}",2004-04-16,false,"{""items"":[{""reference"":""IP/03/478""}]}",,"{""code"":""DecisionType600"",""label"":""Art. 8(2) with conditions & obligations""}",en,M.2876-DEC37900,METADATA_DECISION
24,371,https://ec.europa.eu/competition/mergers/cases/decisions/m2876_20030402_600_el.pdf,M.2876-DEC37900-ATT502,διαιτη*,EL,ική σε ψηφιακή χερσαία τηλεοπτική µετάδοση στην Ιταλία. ∆ιαιτησία l) Η Newscorp πρότεινε διαδικασία διαιτησίας προκειµένου να διασφαλιστεί η αποτελεσµατικότητα των δεσµεύσεων. Το σύστηµα διαιτησίας πε,2026-06-05T15:35:13.878348,,,502,EL,DDOC,Art. 8(2) with conditions & obligations -  - mtf-dec-m-02876-020-2-20030402-0600-pub-el,,,2004-04-02,el,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,NEWSCORP / TELEPIU | NEWSCORP / TELEPIU / STREAM,,,,,,,2002-10-16,Merger,,2010-07-20,,,2002-10-16,M.2876,2876,{},,{},,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsJ_60_2"",""label"":""J.60.2 - Television programming and broadcasting activities""}",Normal procedure,,,,NEWSCORP / TELEPIU,,en,M.2876,METADATA_CASE,2003-04-02,32004D0311,,37900,"{""items"":[{""reference"":""L110"",""publishedDate"":""2004-04-16"",""priorPublication"":""false""}]}",2004-04-16,false,"{""items"":[{""reference"":""IP/03/478""}]}",,"{""code"":""DecisionType600"",""label"":""Art. 8(2) with conditions & obligations""}",en,M.2876-DEC37900,METADATA_DECISION
25,372,https://ec.europa.eu/competition/mergers/cases/decisions/m2876_20030402_600_nl.pdf,M.2876-DEC37900-ATT503,arbitrag*,NL,- uitzendingen - betaaltelevisie-uitzendingen of meerdere kanalen in haar bedrijfsplan op te nemen. Arbitrage l) Newscorp heeft een arbitrageprocedure voorgesteld om de effectiviteit van de verplichti,2026-06-05T15:35:21.169013,,,503,NL,DDOC,Art. 8(2) with conditions & obligations -  - mtf-dec-m-02876-020-2-20030402-0600-pub-nl,,,2004-04-02,nl,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,NEWSCORP / TELEPIU | NEWSCORP / TELEPIU / STREAM,,,,,,,2002-10-16,Merger,,2010-07-20,,,2002-10-16,M.2876,2876,{},,{},,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsJ_60_2"",""label"":""J.60.2 - Television programming and broadcasting activities""}",Normal procedure,,,,NEWSCORP / TELEPIU,,en,M.2876,METADATA_CASE,2003-04-02,32004D0311,,37900,"{""items"":[{""reference"":""L110"",""publishedDate"":""2004-04-16"",""priorPublication"":""false""}]}",2004-04-16,false,"{""items"":[{""reference"":""IP/03/478""}]}",,"{""code"":""DecisionType600"",""label"":""Art. 8(2) with conditions & obligations""}",en,M.2876-DEC37900,METADATA_DECISION
26,391,https://ec.europa.eu/competition/mergers/cases/decisions/m912_de.pdf,M.912-DEC39039-ATT4,Schiedsverfahren* | Schieds*,DE,"rträge). Für den Fall, daß eine Einigung zwischen den Gesellschaftern nicht zustande kommt, ist ein Schiedsverfahren vorgesehen und, soweit dieses ohne Ergebnis bleibt, kann das Ausscheiden von Siemen",2026-06-05T15:35:57.005275,,,4,DE,DDOC,Art. 6(1)(b) -  - mtf-dec-m-00912-020-1-19970429-0310-pub-de,,,2004-12-07,de,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,SIEMENS / HUF,,1997-04-29,,,,,1997-03-21,Merger,,1997-04-29,,,1997-03-21,M.912,912,{},,{},,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsC_29_3_2"",""label"":""C.29.32 - Manufacture of other parts and accessories for motor vehicles""}",Normal procedure,,,,SIEMENS / HUF,,en,M.912,METADATA_CASE,1997-04-29,,,39039,"{""items"":[{""reference"":""C214"",""publishedDate"":""1997-07-16"",""priorPublication"":""false""}]}",1997-07-16,false,,,"{""code"":""DecisionType310"",""label"":""Art. 6(1)(b)""}",en,M.912-DEC39039,METADATA_DECISION
27,411,https://ec.europa.eu/competition/mergers/cases/decisions/m1557_fr.pdf,M.1557-DEC39824-ATT3,arbitrag*,FR,"ce d’électricité. 26. En effet, d’une part, la possibilité que les négociants puissent réaliser des arbitrages sur les prix de l’électricité dans différents Etats membres dépend de la facilité avec la",2026-06-05T15:36:07.807141,,,3,FR,DDOC,Art. 6(1)(b) with conditions & obligations -  - mtf-dec-m-01557-020-1-19990928-0440-pub-fr,,,2004-12-07,fr,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,EDF / LOUIS DREYFUS,,,,,,,1999-08-16,Merger,,1999-09-28,,,1999-08-16,M.1557,1557,,,,,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsD_35_1"",""label"":""D.35.1 - Electric power generation, transmission and distribution""}",Normal procedure,false,,,EDF / LOUIS DREYFUS,,en,M.1557,METADATA_CASE,1999-09-28,,,39824,"{""items"":[{""reference"":""C323"",""publishedDate"":""1999-11-11"",""priorPublication"":""false""}]}",1999-11-11,false,,,"{""code"":""DecisionType440"",""label"":""Art. 6(1)(b) with conditions & obligations""}",en,M.1557-DEC39824,METADATA_DECISION
28,431,https://ec.europa.eu/competition/mergers/cases/decisions/m2413_en.pdf,M.2413-DEC40838-ATT4,arbitrat*,EN,"ed ""non-finance-related"" contracts (about 55-65% of the market). Under the former contract type, an arbitration mechanism ensures that annually-variable contract terms are reached, even where the conc",2026-06-05T15:36:17.334574,,,4,EN,DDOC,Art. 6(1)(b) -  - mtf-dec-m-02413-020-1-20010614-0310-pub-en,,,2004-12-07,en,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,BHP / BILLITON | BHP / BILLITON (see ECSC.1356),,2001-06-14,,,,,2001-05-10,Merger,,2001-06-14,,,2001-05-10,M.2413,2413,,,,,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsB_7_2_9"",""label"":""B.07.29 - Mining of other non-ferrous metal ores""}",Normal procedure,false,,,BHP / BILLITON (see ECSC.1356),,en,M.2413,METADATA_CASE,2001-06-14,,,40838,"{""items"":[{""reference"":""C238"",""publishedDate"":""2001-08-24"",""priorPublication"":""false""}]}",2001-08-24,false,"{""items"":[{""reference"":""IP/01/841""}]}",,"{""code"":""DecisionType310"",""label"":""Art. 6(1)(b)""}",en,M.2413-DEC40838,METADATA_DECISION
29,451,https://ec.europa.eu/competition/mergers/cases/decisions/m2416_20030113_440_2212884_EN.pdf,M.2416-DEC{A7084AC0-560E-4E41-9D37-FF688A1C4ECF}-ATT40,arbitrat*,EN,aval for the granting of the licence will take the form of a fixed flat fee subject to a ‘pendulum’ arbitration procedure in the case of a dispute arising between Tetra and prospective licensees. Tetr,2026-06-05T15:36:30.520199,"{""code"":""DocumentCategory0587"",""label"":""Decision - web publication""}",2012-02-08,40,EN,,,2012-02-09,,2012-02-08,en,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,,,,,Competition DG,,,"{""items"":[{}]}",2001-03-26,Merger,,2003-01-13,,,2001-05-18,M.2416,2416,"{""items"":[{""reference"":""L:2002:277:"",""webDescription"":"""",""pageNumber"":"""",""referenceNumber"":""277"",""referenceYear"":""2002"",""referenceSeries"":""L"",""publishedDate"":""2002-11-14""}]}",2002-11-14,"{""items"":[{}]}",,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsC_28_9_3"",""label"":""C.28.93 - Manufacture of machinery for food, beverage and tobacco processing""}",Normal,,"{""items"":[{}]}",,TETRA LAVAL / SIDEL,"{""code"":""MergerCaseType1"",""label"":""Merger""}",en,M.2416,METADATA_CASE,2003-01-13,,"{""items"":[{}]}",{A7084AC0-560E-4E41-9D37-FF688A1C4ECF},"{""items"":[{}]}",,,"{""items"":[{""reference"":""IP_03_36"",""webDescription"":"""",""publicationDate"":""2003-01-13""}]}",2003-01-13,"{""code"":""DecisionType440"",""label"":""Art. 6(1)(b) with conditions & obligations""}",en,M.2416-DEC{A7084AC0-560E-4E41-9D37-FF688A1C4ECF},METADATA_DECISION
30,460,https://ec.europa.eu/competition/mergers/cases/decisions/m1578_en.pdf,M.1578-DEC39850-ATT5,arbitrat*,EN,"uments, as the Trustee may reasonably require in order to carry out its mandate. 20. An independent arbitrator jointly proposed by Sanitec and the prospective purchaser and approved of by the Commissi",2026-06-05T15:36:51.911629,,,5,EN,DDOC,Art. 8(2) with conditions & obligations -  - mtf-dec-m-01578-020-2-19991201-0600-pub-en,,,2004-12-07,en,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,SANITEC / SPHINX,,,,,,,1999-07-01,Merger,,1999-12-01,,,1999-07-01,M.1578,1578,,,,,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsC_33_2_0"",""label"":""C.33.20 - Installation of industrial machinery and equipment""}",Normal procedure,false,,,SANITEC / SPHINX,,en,M.1578,METADATA_CASE,1999-12-01,32000D0718,,39850,"{""items"":[{""reference"":""L294"",""publishedDate"":""2000-11-22"",""priorPublication"":""false""}]}",2000-11-22,false,,,"{""code"":""DecisionType600"",""label"":""Art. 8(2) with conditions & obligations""}",en,M.1578-DEC39850,METADATA_DECISION
31,466,https://ec.europa.eu/competition/mergers/cases/decisions/m2420_20011030_600_de.pdf,M.2420-DEC40846-ATT15,Schieds*,DE,"en. (99) Nach Auffassung der Parteien sind alle drei Erzsorten (Feinerz, Pellets und Stückerz) unterschiedslos einem einzigen relevanten Produktmarkt zuzuordnen. Ihrer Meinung nach sind die verschiede",2026-06-05T15:37:00.738805,,,15,DE,DDOC,Art. 8(2) with conditions & obligations -  - mtf-dec-m-02420-020-2-20011030-0600-pub-de,,,2004-03-26,de,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,MITSUI / CVRD / CAEMI,,,,,,,2001-05-31,Merger,,2001-10-30,,,2001-05-31,M.2420,2420,,,,,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsB_7"",""label"":""B.07 - Mining of metal ores""}",Normal procedure,false,,,MITSUI / CVRD / CAEMI,,en,M.2420,METADATA_CASE,2001-10-30,,,40846,"{""items"":[{""reference"":""L92"",""publishedDate"":""2004-03-30"",""priorPublication"":""false""}]}",2004-03-30,false,"{""items"":[{""reference"":""IP/01/1515""}]}",,"{""code"":""DecisionType600"",""label"":""Art. 8(2) with conditions & obligations""}",en,M.2420-DEC40846,METADATA_DECISION
32,491,https://ec.europa.eu/competition/mergers/cases/decisions/m2434_20010926_600_de.pdf,M.2434-DEC40864-ATT18,Schieds*,DE,"nnung von über 1 000 Volt versorgt werden.8 Ab dem 1. Januar 2003 werden alle Stromverbraucher unterschiedslos der Kategorie der zugelassenen Kunden angehören, auch wenn bis zum Januar 2007 weiterhin",2026-06-05T15:38:06.552481,,,18,DE,DDOC,Art. 8(2) with conditions & obligations -  - mtf-dec-m-02434-020-2-20010926-0600-pub-de,,,2003-11-27,de,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,GRUPO VILLAR MIR / ENBW / HIDROELECTRICA DEL CANTABRICO | GROUP VILLAR MIR / ENBW / HIDROELECTRICA DEL CANTABRICO,,,,"{""items"":[{""date"":""2001-05-14"",""name"":""Art. 9 request received on"",""type"":""MEvent12""}]}",2001-05-14,,2001-04-10,Merger,,2001-09-26,,,2001-04-10,M.2434,2434,,,,,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsD_35_1"",""label"":""D.35.1 - Electric power generation, transmission and distribution""}",Normal procedure,false,,,GRUPO VILLAR MIR / ENBW / HIDROELECTRICA DEL CANTABRICO,,en,M.2434,METADATA_CASE,2001-09-26,32004D0135,,40864,"{""items"":[{""reference"":""L48"",""publishedDate"":""2004-02-18"",""priorPublication"":""false""}]}",2004-02-18,false,"{""items"":[{""reference"":""IP/01/1320""}]}",,"{""code"":""DecisionType600"",""label"":""Art. 8(2) with conditions & obligations""}",en,M.2434-DEC40864,METADATA_DECISION
33,638,https://ec.europa.eu/competition/mergers/cases/decisions/m993_19980527_610_el.pdf,M.993-DEC39151-ATT17,διαιτη*,EL,"ση. Όσον αφορά τους όρους και ιδίως τα τέλη αδείας εάν δεν επιτευχθεί συµφωνία, γίνεται προσφυγή σε διαιτησία η οποία λαµβάνει την τελική απόφαση. 130. Η BetaResearch αναλαµβάνει τη δέσµευση να ανοίξε",2026-06-05T15:39:48.796242,,,17,EL,DDOC,Art. 8(3) -  - mtf-dec-m-00993-020-2-19980527-0610-pub-el,,,2004-12-07,el,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,BERTELSMANN / KIRCH / PREMIERE | BERTELSMANN / KIRCH,,1998-06-03,,"{""items"":[{""date"":""1997-12-22"",""name"":""Art. 9 request received on"",""type"":""MEvent12""}]}",1997-12-22,,1997-12-01,Merger,,1998-05-27,,,1997-12-01,M.993,993,,,,,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsJ_60_2"",""label"":""J.60.2 - Television programming and broadcasting activities""}",Normal procedure,false,,,BERTELSMANN / KIRCH / PREMIERE,,en,M.993,METADATA_CASE,1998-05-27,31999D0153,,39151,"{""items"":[{""reference"":""L53"",""publishedDate"":""1999-02-27"",""priorPublication"":""false""}]}",1999-02-27,false,,,"{""code"":""DecisionType610"",""label"":""Art. 8(3)""}",en,M.993-DEC39151,METADATA_DECISION
34,639,https://ec.europa.eu/competition/mergers/cases/decisions/m993_19980527_610_sv.pdf,M.993-DEC39151-ATT18,skiljeförfar* | skiljedom*,SV,"ngligt standardavtal. Om enighet om villkoren, framför allt om licensavgifterna, inte nås, skall en skiljedomstol fatta det slutliga beslutet om huruvida villkoren är skäliga. 130. BetaResearch åtar s",2026-06-05T15:39:51.816354,,,18,SV,DDOC,Art. 8(3) -  - mtf-dec-m-00993-020-2-19980527-0610-pub-sv,,,2004-12-07,sv,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,BERTELSMANN / KIRCH / PREMIERE | BERTELSMANN / KIRCH,,1998-06-03,,"{""items"":[{""date"":""1997-12-22"",""name"":""Art. 9 request received on"",""type"":""MEvent12""}]}",1997-12-22,,1997-12-01,Merger,,1998-05-27,,,1997-12-01,M.993,993,,,,,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsJ_60_2"",""label"":""J.60.2 - Television programming and broadcasting activities""}",Normal procedure,false,,,BERTELSMANN / KIRCH / PREMIERE,,en,M.993,METADATA_CASE,1998-05-27,31999D0153,,39151,"{""items"":[{""reference"":""L53"",""publishedDate"":""1999-02-27"",""priorPublication"":""false""}]}",1999-02-27,false,,,"{""code"":""DecisionType610"",""label"":""Art. 8(3)""}",en,M.993-DEC39151,METADATA_DECISION
35,640,https://ec.europa.eu/competition/mergers/cases/decisions/m993_19980527_610_es.pdf,M.993-DEC39151-ATT19,arbitraj*,ES,"do sobre las condiciones -en particular, los derechos de licencia-, se recurrirá a una instancia de arbitraje, que adoptará una decisión definitiva sobre la proporcionalidad de las condiciones. 130. B",2026-06-05T15:39:54.541777,,,19,ES,DDOC,Art. 8(3) -  - mtf-dec-m-00993-020-2-19980527-0610-pub-es,,,2004-12-07,es,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,BERTELSMANN / KIRCH / PREMIERE | BERTELSMANN / KIRCH,,1998-06-03,,"{""items"":[{""date"":""1997-12-22"",""name"":""Art. 9 request received on"",""type"":""MEvent12""}]}",1997-12-22,,1997-12-01,Merger,,1998-05-27,,,1997-12-01,M.993,993,,,,,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsJ_60_2"",""label"":""J.60.2 - Television programming and broadcasting activities""}",Normal procedure,false,,,BERTELSMANN / KIRCH / PREMIERE,,en,M.993,METADATA_CASE,1998-05-27,31999D0153,,39151,"{""items"":[{""reference"":""L53"",""publishedDate"":""1999-02-27"",""priorPublication"":""false""}]}",1999-02-27,false,,,"{""code"":""DecisionType610"",""label"":""Art. 8(3)""}",en,M.993-DEC39151,METADATA_DECISION
36,641,https://ec.europa.eu/competition/mergers/cases/decisions/m993_19980527_610_da.pdf,M.993-DEC39151-ATT22,voldgift*,DA,"andardkontrakt. Kan parterne ikke nå til enighed om vilkårene heri, navnlig licensafgifter, skal en voldgiftsinstans træffe afgørelse om, hvorvidt vilkårene er rimelige. 130. BetaResearch forpligter s",2026-06-05T15:39:57.431409,,,22,DA,DDOC,Art. 8(3) -  - mtf-dec-m-00993-020-2-19980527-0610-pub-da,,,2004-12-07,da,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,BERTELSMANN / KIRCH / PREMIERE | BERTELSMANN / KIRCH,,1998-06-03,,"{""items"":[{""date"":""1997-12-22"",""name"":""Art. 9 request received on"",""type"":""MEvent12""}]}",1997-12-22,,1997-12-01,Merger,,1998-05-27,,,1997-12-01,M.993,993,,,,,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsJ_60_2"",""label"":""J.60.2 - Television programming and broadcasting activities""}",Normal procedure,false,,,BERTELSMANN / KIRCH / PREMIERE,,en,M.993,METADATA_CASE,1998-05-27,31999D0153,,39151,"{""items"":[{""reference"":""L53"",""publishedDate"":""1999-02-27"",""priorPublication"":""false""}]}",1999-02-27,false,,,"{""code"":""DecisionType610"",""label"":""Art. 8(3)""}",en,M.993-DEC39151,METADATA_DECISION
37,642,https://ec.europa.eu/competition/mergers/cases/decisions/m993_19980527_610_de.pdf,M.993-DEC39151-ATT23,Schiedsgericht* | Schieds*,DE,"die Lizenzgebühren, keine Einigung zustandekommt, wird über die Angemessenheit der Konditionen eine Schiedsinstanz abschließend entscheiden. 130. BetaResearch verpflichtet sich bis Ende 1998, die API-",2026-06-05T15:39:59.828606,,,23,DE,DDOC,Art. 8(3) -  - mtf-dec-m-00993-020-2-19980527-0610-pub-de,,,2004-12-07,de,METADATA_DECISION_ATTACHMENT,,,,,,,,,,,,,,,Antitrust,BERTELSMANN / KIRCH / PREMIERE | BERTELSMANN / KIRCH,,1998-06-03,,"{""items"":[{""date"":""1997-12-22"",""name"":""Art. 9 request received on"",""type"":""MEvent12""}]}",1997-12-22,,1997-12-01,Merger,,1998-05-27,,,1997-12-01,M.993,993,,,,,,,Council Regulation 4064/89,,,"{""code"":""NaceSectorsJ_60_2"",""label"":""J.60.2 - Television programming and broadcasting activities""}",Normal procedure,false,,,BERTELSMANN / KIRCH / PREMIERE,,en,M.993,METADATA_CASE,1998-05-27,31999D0153,,39151,"{""items"":[{""reference"":""L53"",""publishedDate"":""1999-02-27"",""priorPublication"":""false""}]}",1999-02-27,false,,,"{""code"":""DecisionType610"",""label"":""Art. 8(3)""}",en,M.993-DEC39151,METADATA_DECISION
