hit_id,decision_id,att_attachmentLink,att_metadataReference,matchedKeywords,matchedLanguage,matchContext,loadedAt,att_attachmentCategory,att_attachmentDocumentDate,att_attachmentIdSequence,att_attachmentLanguage,att_attachmentLocationType,att_attachmentName,att_attachmentPublicationBusinessDate,att_attachmentPublicationDescription,att_attachmentSentDate,att_language,att_metadataType,caseAtt_attachmentCategory,caseAtt_attachmentDocumentDate,caseAtt_attachmentIdSequence,caseAtt_attachmentLanguage,caseAtt_attachmentLink,caseAtt_attachmentLocationType,caseAtt_attachmentName,caseAtt_attachmentPublicationBusinessDate,caseAtt_attachmentPublicationDescription,caseAtt_attachmentSentDate,caseAtt_language,caseAtt_metadataReference,caseAtt_metadataType,case_caseAidInstruments,case_caseCartel,case_caseCompanies,case_caseCourtCases,case_caseDeadlineDate,case_caseDg,case_caseEvents,case_caseEventsDates,case_caseExternalLinks,case_caseInitiationDate,case_caseInstrument,case_caseInvestigationPhase,case_caseLastDecisionDate,case_caseLegalBasis,case_caseLinks,case_caseNotificationDate,case_caseNumber,case_caseNumberPart,case_caseOfficialJournalPublications,case_caseOfficialJournalPublicationsPublishedDates,case_casePressReleases,case_casePressReleasesPublicationDates,case_casePrimaryLaws,case_caseRegions,case_caseRegulation,case_caseRenotificationDate,case_caseSecondaryLaws,case_caseSectors,case_caseSimplified,case_caseSimplifiedProcedure,case_caseTimelineEvents,case_caseTimelineEventsDates,case_caseTitle,case_caseType,case_language,case_metadataReference,case_metadataType,dec_decisionAdoptionDate,dec_decisionCelexReference,dec_decisionExternalLinks,dec_decisionNumber,dec_decisionOfficialJournalPublications,dec_decisionOfficialJournalPublicationsPublishedDates,dec_decisionOjPriorPublication,dec_decisionPressReleases,dec_decisionPressReleasesPublicationDates,dec_decisionTypes,dec_language,dec_metadataReference,dec_metadataType
294,6746,https://ec.europa.eu/competition/mergers/cases/decisions/m7421_3169_4.pdf,M.7421-DEC48137-ATT3169,arbitrat*,EN,"ween undertakings (the ""Consolidated Jurisdictional Notice""). Answer: As specified in Section E. 4. Arbitrational Institution: As specified in Section E. 3. Arbitral Tribunal: As specified in Section",2026-06-05T17:57:48.585800,,,3169,EN,DDOC,Decision Article 6(1)b – public version - m7421-8(2)-EN-final,2016-12-19,,2015-05-19,en,METADATA_DECISION_ATTACHMENT,Section 1.2 of Form CO,,99,EN,https://ec.europa.eu/competition/mergers/cases/additional_data/m7421_99_5.pdf,DOCS,M7421_Section1_2,2014-10-17,,2014-10-16,en,M.7421-ATT99,METADATA_CASE_ATTACHMENT,,Antitrust,ORANGE / JAZZTEL,,,,"{""items"":[{""date"":""2014-11-05"",""name"":""Art. 9 request received on"",""type"":""MEvent12""},{""date"":""2015-01-14"",""name"":""Deadline suspended under Article 11(3) [date may differ from the Article 11(3) decision date] from"",""type"":""MEvent7""},{""date"":""2015-03-06"",""name"":""Commitments submitted in N/2 on"",""type"":""MEvent46""},{""date"":""2015-03-27"",""name"":""Deadline suspension under Article 11(3) ended on"",""type"":""MEvent8""},{""date"":""2014-11-13"",""name"":""Commitments submitted in N/1 on"",""type"":""MEvent3""},{""date"":""2015-03-04"",""name"":""Deadline suspended under Article 11(3) [date may differ from the Article 11(3) decision date] from"",""type"":""MEvent7""},{""date"":""2015-01-19"",""name"":""Deadline suspension under Article 11(3) ended on"",""type"":""MEvent8""}]}",2014-11-05 | 2015-01-14 | 2015-03-06 | 2015-03-27 | 2014-11-13 | 2015-03-04 | 2015-01-19,,2014-10-16,Merger,,2015-05-19,,,2014-10-16,M.7421,7421,{},,{},,,,Council Regulation 139/2004,,,"{""code"":""NaceSectorsJ_61"",""label"":""J.61 - Telecommunications""}",Normal procedure,,,,ORANGE / JAZZTEL,,en,M.7421,METADATA_CASE,2015-05-19,,,48137,"{""items"":[{""reference"":""C407"",""publishedDate"":""2015-12-08"",""priorPublication"":""false""}]}",2015-12-08,false,"{""items"":[{""reference"":""IP/15/4997""}]}",,"{""code"":""DecisionType20600"",""label"":""Art. 8(2) with conditions & obligations""}",en,M.7421-DEC48137,METADATA_DECISION
295,6811,https://ec.europa.eu/competition/mergers/cases/decisions/m7449_356_3.pdf,M.7449-DEC{BC2BDAB5-6A89-45C7-B6AD-952D5DF337B3}-ATT356,arbitrag*,FR,pour les horaires de services de 2015 et de 2016 doit être réexaminée en vue d'assurer un meilleur arbitrage entre la prévisibilité des tarifs pour les EF et l'intérêt d'une estimation au plus juste,2026-06-05T17:59:33.833131,"{""code"":""DocumentCategory0587"",""label"":""Decision - web publication""}",2015-05-13,356,FR,,,2016-02-05,,2015-05-13,fr,METADATA_DECISION_ATTACHMENT,"{""code"":""DocumentCategory0599"",""label"":""Other document for publication""}",2016-07-01,419,EN,https://ec.europa.eu/competition/mergers/cases/additional_data/m7449_419_3.pdf,,,2016-07-05,Trustee details,2016-07-01,en,M.7449-ATT419,METADATA_CASE_ATTACHMENT,,,,,,Competition DG,,,"{""items"":[{}]}",2014-10-20,Merger,,2015-05-13,,,2015-03-19,M.7449,7449,"{""items"":[{""reference"":""C:2015:099:"",""webDescription"":"""",""pageNumber"":"""",""referenceNumber"":""99"",""referenceYear"":""2015"",""referenceSeries"":""C"",""publishedDate"":""2015-03-26""}]}",2015-03-26,"{""items"":[{}]}",,,,Council Regulation 139/2004,,,"{""code"":""NaceSectorsH_49_1_0"",""label"":""H.49.10 - Passenger rail transport, interurban""}",Normal,,"{""items"":[{""date"":""2015-04-21"",""description"":""Changed deadline - Commitments submitted in N/1 on 21.04.2015"",""type"":""MEvent3"",""label"":""Changed deadline - Commitments submitted in N/1 on DATE_PLACEHOLDER"",""url"":""""}]}",2015-04-21,SNCF MOBILITES / EUROSTAR INTERNATIONAL LIMITED,"{""code"":""MergerCaseType1"",""label"":""Merger""}",en,M.7449,METADATA_CASE,2015-05-13,,"{""items"":[{}]}",{BC2BDAB5-6A89-45C7-B6AD-952D5DF337B3},"{""items"":[{""reference"":""C:2016:050:"",""webDescription"":"""",""pageNumber"":"""",""referenceNumber"":""50"",""referenceYear"":""2016"",""referenceSeries"":""C"",""publishedDate"":""2016-02-10""}]}",2016-02-10,,"{""items"":[{""reference"":""IP_15_4976"",""webDescription"":"""",""publicationDate"":""2016-02-10""}]}",2016-02-10,"{""code"":""DecisionType20212"",""label"":""Art. 6(1)(b) with conditions & obligations""}",en,M.7449-DEC{BC2BDAB5-6A89-45C7-B6AD-952D5DF337B3},METADATA_DECISION
296,6891,https://ec.europa.eu/competition/mergers/cases/decisions/m7000_20141010_20600_4221982_EN.pdf,M.7000-DEC{D395652D-8DFE-441A-99B8-649E8A3D5474}-ATT3272,arbitrat*,EN,"d the Notifying Party cannot resolve their differences of opinion, the dispute shall be resolved by arbitration under the Rules of the Arbitration Court of the International Chamber of Commerce. The a",2026-06-05T18:00:35.226557,"{""code"":""DocumentCategory0587"",""label"":""Decision - web publication""}",2015-04-28,3272,EN,,,2015-04-29,,2015-04-28,en,METADATA_DECISION_ATTACHMENT,"{""code"":""DocumentCategory0250"",""label"":""Description of the concentration""}",2014-03-14,567,EN,https://ec.europa.eu/competition/mergers/cases/additional_data/m7000_567_4.pdf,,,2014-03-17,,2014-03-14,en,M.7000-ATT567,METADATA_CASE_ATTACHMENT,,,,,,Competition DG,,,"{""items"":[{}]}",2013-07-08,Merger,,2018-05-30,,M.12369,2014-03-14,M.7000,7000,"{""items"":[{""reference"":""C:2018:125:"",""webDescription"":"""",""pageNumber"":"""",""referenceNumber"":""125"",""referenceYear"":""2018"",""referenceSeries"":""C"",""publishedDate"":""2018-04-10""}]}",2018-04-10,"{""items"":[{}]}",,,,Council Regulation 139/2004,2018-04-04,,"{""code"":""NaceSectorsJ_61"",""label"":""J.61 - Telecommunications""} | {""code"":""NaceSectorsJ_60"",""label"":""J.60 - Programming and broadcasting activities""} | {""code"":""NaceSectorsJ_63"",""label"":""J.63 - Information service activities""}",Normal,,"{""items"":[{""date"":""2018-05-03"",""description"":""Changed deadline - Commitments submitted in N/1 on 03.05.2018"",""type"":""MEvent3"",""label"":""Changed deadline - Commitments submitted in N/1 on DATE_PLACEHOLDER"",""url"":""""},{""date"":""2014-08-04"",""description"":""Deadline suspended under Article 11(3) [date may differ from the Article 11(3) decision date] from 04.08.2014"",""type"":""MEvent59"",""label"":""Deadline suspended under Article 11(3) [date may differ from the Article 11(3) decision date] from DATE_PLACEHOLDER"",""url"":""""},{""date"":""2014-05-14"",""description"":""Changed deadline - extension of 20 working days under Article 10(3)2 on 14.05.2014"",""type"":""MEvent10"",""label"":""Changed deadline - extension of NUMBER_PLACEHOLDER working days under Article 10(3)2 on DATE_PLACEHOLDER"",""url"":""""},{""date"":""2014-07-14"",""description"":""Commitments submitted in N/2 on 14.07.2014"",""type"":""MEvent46"",""label"":""Commitments submitted in N/2 on DATE_PLACEHOLDER"",""url"":""""},{""date"":""2014-08-19"",""description"":""Changed deadline - suspension under Article 11(3) ended on 19.08.2014"",""type"":""MEvent60"",""label"":""Changed deadline - suspension under Article 11(3) ended on DATE_PLACEHOLDER"",""url"":""""},{""date"":""2014-03-25"",""description"":""Changed deadline - Art. 9 request received on 25.03.2014"",""type"":""MEvent30"",""label"":""Changed deadline - Art. 9 request received on DATE_PLACEHOLDER"",""url"":""""}]}",2018-05-03 | 2014-08-04 | 2014-05-14 | 2014-07-14 | 2014-08-19 | 2014-03-25,LIBERTY GLOBAL / ZIGGO,"{""code"":""MergerCaseType1"",""label"":""Merger""}",en,M.7000,METADATA_CASE,2014-10-10,,"{""items"":[{}]}",{D395652D-8DFE-441A-99B8-649E8A3D5474},"{""items"":[{}]}",,,"{""items"":[{""reference"":""IP_14_1123"",""webDescription"":"""",""publicationDate"":""2014-10-10""}]}",2014-10-10,"{""code"":""DecisionType20600"",""label"":""Art. 8(2) with conditions & obligations""}",en,M.7000-DEC{D395652D-8DFE-441A-99B8-649E8A3D5474},METADATA_DECISION
297,6892,https://ec.europa.eu/competition/mergers/cases/decisions/m7000_4325_3.pdf,M.7000-DEC{E5681D2A-BBBC-4194-84C0-4AF725FDCF30}-ATT4325,arbitrat*,EN,"Notifying Parties could not resolve their differences of opinion, the dispute had to be resolved by arbitration under the Rules of the Arbitration Court of the International Chamber of Commerce. The a",2026-06-05T18:01:03.287913,"{""code"":""DocumentCategory0587"",""label"":""Decision - web publication""}",2018-05-30,4325,EN,,,2018-09-13,,2018-05-30,en,METADATA_DECISION_ATTACHMENT,"{""code"":""DocumentCategory0250"",""label"":""Description of the concentration""}",2014-03-14,567,EN,https://ec.europa.eu/competition/mergers/cases/additional_data/m7000_567_4.pdf,,,2014-03-17,,2014-03-14,en,M.7000-ATT567,METADATA_CASE_ATTACHMENT,,,,,,Competition DG,,,"{""items"":[{}]}",2013-07-08,Merger,,2018-05-30,,M.12369,2014-03-14,M.7000,7000,"{""items"":[{""reference"":""C:2018:125:"",""webDescription"":"""",""pageNumber"":"""",""referenceNumber"":""125"",""referenceYear"":""2018"",""referenceSeries"":""C"",""publishedDate"":""2018-04-10""}]}",2018-04-10,"{""items"":[{}]}",,,,Council Regulation 139/2004,2018-04-04,,"{""code"":""NaceSectorsJ_61"",""label"":""J.61 - Telecommunications""} | {""code"":""NaceSectorsJ_60"",""label"":""J.60 - Programming and broadcasting activities""} | {""code"":""NaceSectorsJ_63"",""label"":""J.63 - Information service activities""}",Normal,,"{""items"":[{""date"":""2018-05-03"",""description"":""Changed deadline - Commitments submitted in N/1 on 03.05.2018"",""type"":""MEvent3"",""label"":""Changed deadline - Commitments submitted in N/1 on DATE_PLACEHOLDER"",""url"":""""},{""date"":""2014-08-04"",""description"":""Deadline suspended under Article 11(3) [date may differ from the Article 11(3) decision date] from 04.08.2014"",""type"":""MEvent59"",""label"":""Deadline suspended under Article 11(3) [date may differ from the Article 11(3) decision date] from DATE_PLACEHOLDER"",""url"":""""},{""date"":""2014-05-14"",""description"":""Changed deadline - extension of 20 working days under Article 10(3)2 on 14.05.2014"",""type"":""MEvent10"",""label"":""Changed deadline - extension of NUMBER_PLACEHOLDER working days under Article 10(3)2 on DATE_PLACEHOLDER"",""url"":""""},{""date"":""2014-07-14"",""description"":""Commitments submitted in N/2 on 14.07.2014"",""type"":""MEvent46"",""label"":""Commitments submitted in N/2 on DATE_PLACEHOLDER"",""url"":""""},{""date"":""2014-08-19"",""description"":""Changed deadline - suspension under Article 11(3) ended on 19.08.2014"",""type"":""MEvent60"",""label"":""Changed deadline - suspension under Article 11(3) ended on DATE_PLACEHOLDER"",""url"":""""},{""date"":""2014-03-25"",""description"":""Changed deadline - Art. 9 request received on 25.03.2014"",""type"":""MEvent30"",""label"":""Changed deadline - Art. 9 request received on DATE_PLACEHOLDER"",""url"":""""}]}",2018-05-03 | 2014-08-04 | 2014-05-14 | 2014-07-14 | 2014-08-19 | 2014-03-25,LIBERTY GLOBAL / ZIGGO,"{""code"":""MergerCaseType1"",""label"":""Merger""}",en,M.7000,METADATA_CASE,2018-05-30,,"{""items"":[{}]}",{E5681D2A-BBBC-4194-84C0-4AF725FDCF30},"{""items"":[{""reference"":""C:2018:327:"",""webDescription"":"""",""pageNumber"":"""",""referenceNumber"":""327"",""referenceYear"":""2018"",""referenceSeries"":""C"",""publishedDate"":""2018-09-17""}]}",2018-09-17,,"{""items"":[{""reference"":""IP_18_3984"",""webDescription"":"""",""publicationDate"":""2018-09-17""}]}",2018-09-17,"{""code"":""DecisionType20212"",""label"":""Art. 6(1)(b) with conditions & obligations""}",en,M.7000-DEC{E5681D2A-BBBC-4194-84C0-4AF725FDCF30},METADATA_DECISION
298,6913,https://ec.europa.eu/competition/mergers/cases/decisions/m6166_20120201_20610_2711467_EN.pdf,M.6166-DEC46464-ATT7692,arbitrat*,EN,"ion indicated that customers generally tend to value different characteristics of ETDs and OTCs and arbitrate between them depending on their needs at the time of trade. Indeed, customers generally co",2026-06-05T18:02:05.892322,,,7692,EN,DDOC,Art. 8(3) -  - m6166-8(3)-EN,2012-10-17,,2012-10-16,en,METADATA_DECISION_ATTACHMENT,Opinion of the Advisory Committee,,7556,FR,https://ec.europa.eu/competition/mergers/cases/additional_data/m6166_7556_3.pdf,DOCS,m6166-8(3)-AC Opinion-FR,2012-10-18,,2012-10-17,fr,M.6166-ATT7556,METADATA_CASE_ATTACHMENT,,Antitrust,DEUTSCHE BÖRSE / NYSE EURONEXT | DEUTSCHE BÖRSE / NYSE EURONEXT ,,2012-02-09,,"{""items"":[{""date"":""2011-12-16"",""name"":""Deadline extended by 13 working days under article 10(3)2 on"",""type"":""MEvent58""},{""date"":""2011-11-17"",""name"":""Commitments submitted in N/2 on"",""type"":""MEvent4""},{""date"":""2011-10-20"",""name"":""Deadline extended by 7 working days under article 10(3)2 on"",""type"":""MEvent58""}]}",2011-12-16 | 2011-11-17 | 2011-10-20,,2011-06-29,Merger,,2012-02-01,,,2011-06-29,M.6166,6166,{},,{},,,,Council Regulation 139/2004,,,"{""code"":""NaceSectorsK_66"",""label"":""K.66 - Activities auxiliary to financial services and insurance activities""}",Normal procedure,,,,DEUTSCHE BÖRSE / NYSE EURONEXT,,en,M.6166,METADATA_CASE,2012-02-01,,,46464,,,false,"{""items"":[{""reference"":""IP/12/94""}]}",,"{""code"":""DecisionType20610"",""label"":""Art. 8(3)""}",en,M.6166-DEC46464,METADATA_DECISION
299,6921,https://ec.europa.eu/competition/mergers/cases/decisions/m7011_20140919_20310_3981322_FR.pdf,M.7011-DEC47749-ATT747,arbitrag*,FR,"être le cas si cette voix prépondérante ne peut être exprimée qu'à l'issue d'une longue procédure d'arbitrage ou de plusieurs tentatives de conciliation, si elle ne porte que sur un domaine très restr",2026-06-05T18:02:10.101278,,,747,FR,DDOC,Art. 6(1)(b) -  - m7011-FR,2014-12-01,,2014-11-28,fr,METADATA_DECISION_ATTACHMENT,Section 1.2 of Form CO,,363,FR,https://ec.europa.eu/competition/mergers/cases/additional_data/m7011_363_3.pdf,DOCS,M7011_Section1_2,2014-08-20,,2014-08-18,fr,M.7011-ATT363,METADATA_CASE_ATTACHMENT,,Antitrust,SNCF / SNCB / THALYS JV,,2014-09-19,,,,,2014-08-14,Merger,,2014-09-19,,,2014-08-14,M.7011,7011,{},,{},,,,Council Regulation 139/2004,,,"{""code"":""NaceSectorsH_49_1_0"",""label"":""H.49.10 - Passenger rail transport, interurban""}",Normal procedure,,,,SNCF / SNCB / THALYS JV,,en,M.7011,METADATA_CASE,2014-09-19,,,47749,"{""items"":[{""reference"":""C436"",""publishedDate"":""2014-12-05"",""priorPublication"":""false""}]}",2014-12-05,false,"{""items"":[{""reference"":""MEX/14/0922""}]}",,"{""code"":""DecisionType20310"",""label"":""Art. 6(1)(b)""}",en,M.7011-DEC47749,METADATA_DECISION
300,6928,https://ec.europa.eu/competition/mergers/cases/decisions/m7018_6053_3.pdf,M.7018-DEC{DF014291-D3E6-49FD-9266-966D3AD82894}-ATT6053,arbitrat*,EN,"en undertakings (""the Consolidated Jurisdictional No- tice""). Answer: As specified in Section F. 4. Arbitrational Institution: As specified in Section F. 3. Arbitral Tribunal: As specified in Section",2026-06-05T18:02:54.923785,"{""code"":""DocumentCategory0587"",""label"":""Decision - web publication""}",2014-07-02,6053,EN,,,2015-12-15,,2014-07-02,en,METADATA_DECISION_ATTACHMENT,"{""code"":""DocumentCategory0599"",""label"":""Other document for publication""}",2019-02-04,7437,DE,https://ec.europa.eu/competition/mergers/cases/additional_data/m7018_7437_3.pdf,,,2019-08-29,"Arbitration Award DIS-SV-KR-833-18, mobilcom-debitel v Telefónica Germany and Telefónica Deutschland Holding",2019-02-04,de,M.7018-ATT7437,METADATA_CASE_ATTACHMENT,,,,,,Competition DG,,,"{""items"":[{}]}",2013-07-29,Merger,,2014-07-02,,M.9003.AP,2013-10-31,M.7018,7018,"{""items"":[{""reference"":""C:2013:351:"",""webDescription"":"""",""pageNumber"":"""",""referenceNumber"":""351"",""referenceYear"":""2013"",""referenceSeries"":""C"",""publishedDate"":""2013-11-30""}]}",2013-11-30,"{""items"":[{}]}",,,,Council Regulation 139/2004,,,"{""code"":""NaceSectorsJ_61_2_0"",""label"":""J.61.20 - Wireless telecommunications activities""}",Normal,,"{""items"":[{""date"":""2014-04-10"",""description"":""Changed deadline - Commitments submitted in N/2 on 10.04.2014"",""type"":""MEvent4"",""label"":""Changed deadline - Commitments submitted in N/2 on DATE_PLACEHOLDER"",""url"":""""},{""date"":""2014-05-23"",""description"":""Changed deadline - extension of 5 working days under Article 10(3)2 on 23.05.2014"",""type"":""MEvent58"",""label"":""Changed deadline - extension of NUMBER_PLACEHOLDER working days under Article 10(3)2 on DATE_PLACEHOLDER"",""url"":""""},{""date"":""2014-05-05"",""description"":""Deadline suspended under Article 11(3) [date may differ from the Article 11(3) decision date] from 05.05.2014"",""type"":""MEvent59"",""label"":""Deadline suspended under Article 11(3) [date may differ from the Article 11(3) decision date] from DATE_PLACEHOLDER"",""url"":""""},{""date"":""2014-04-02"",""description"":""Changed deadline - extension of 10 working days under Article 10(3)2 on 02.04.2014"",""type"":""MEvent58"",""label"":""Changed deadline - extension of NUMBER_PLACEHOLDER working days under Article 10(3)2 on DATE_PLACEHOLDER"",""url"":""""},{""date"":""2014-05-07"",""description"":""Changed deadline - suspension under Article 11(3) ended on 07.05.2014"",""type"":""MEvent60"",""label"":""Changed deadline - suspension under Article 11(3) ended on DATE_PLACEHOLDER"",""url"":""""},{""date"":""2013-11-20"",""description"":""Changed deadline - Art. 9 request received on 20.11.2013"",""type"":""MEvent30"",""label"":""Changed deadline - Art. 9 request received on DATE_PLACEHOLDER"",""url"":""""}]}",2014-04-10 | 2014-05-23 | 2014-05-05 | 2014-04-02 | 2014-05-07 | 2013-11-20,TELEFONICA DEUTSCHLAND / E-PLUS,"{""code"":""MergerCaseType1"",""label"":""Merger""}",en,M.7018,METADATA_CASE,2014-07-02,,"{""items"":[{}]}",{DF014291-D3E6-49FD-9266-966D3AD82894},"{""items"":[{""reference"":""C:2015:086:"",""webDescription"":"""",""pageNumber"":"""",""referenceNumber"":""86"",""referenceYear"":""2015"",""referenceSeries"":""C"",""publishedDate"":""2015-03-13""}]}",2015-03-13,,"{""items"":[{""reference"":""IP_14_771"",""webDescription"":"""",""publicationDate"":""2015-03-13""}]}",2015-03-13,"{""code"":""DecisionType20600"",""label"":""Art. 8(2) with conditions & obligations""}",en,M.7018-DEC{DF014291-D3E6-49FD-9266-966D3AD82894},METADATA_DECISION
301,6982,https://ec.europa.eu/competition/mergers/cases/decisions/m6095_417_2.pdf,M.6095-DEC45984-ATT417,arbitrat*,EN,", except in exceptional circumstances and agreed with Alcatel-Lucent in advance. 114. Moreover, the arbitration provisions in the Extended Agreement provide an effective check of Ericsson’s compliance",2026-06-05T18:03:41.283475,,,417,EN,DDOC,Art. 6(1)(b) -  - m6095,2011-04-08,,2011-04-07,en,METADATA_DECISION_ATTACHMENT,Section 1.2 of Form CO,,176,EN,https://ec.europa.eu/competition/mergers/cases/additional_data/m6095_176_3.pdf,DOCS,M 6095_Section1_2,2011-01-21,,2011-01-20,en,M.6095-ATT176,METADATA_CASE_ATTACHMENT,,Antitrust,ERICSSON / NORTEL GROUP (MSS & GLOBAL SERVICES),,2011-03-03,,"{""items"":[{""date"":""2011-02-10"",""name"":""Commitments submitted in N/1 on"",""type"":""MEvent3""}]}",2011-02-10,,2011-01-13,Merger,,2011-03-02,,M.6027,2011-01-13,M.6095,6095,,,,,,,Council Regulation 139/2004,,,"{""code"":""NaceSectorsJ_61"",""label"":""J.61 - Telecommunications""}",Normal procedure,false,,,ERICSSON / NORTEL GROUP (MSS & GLOBAL SERVICES),,en,M.6095,METADATA_CASE,2011-03-02,,,45984,"{""items"":[{""reference"":""C117"",""publishedDate"":""2011-04-15"",""priorPublication"":""false""}]}",2011-04-15,false,"{""items"":[{""reference"":""IP/11/249""}]}",,"{""code"":""DecisionType20310"",""label"":""Art. 6(1)(b)""}",en,M.6095-DEC45984,METADATA_DECISION
302,7079,https://ec.europa.eu/competition/mergers/cases/decisions/m7822_494_3.pdf,M.7822-DEC{03DECCF5-CA90-4DC3-975E-0A922126736B}-ATT494,arbitrat*,EN,"ubstantially improved the enforcement provisions of the Commitments, which now include a fast track arbitration procedure for dispute settlement. (172) The revised Commitments address the problems ide",2026-06-05T18:05:35.120379,"{""code"":""DocumentCategory0587"",""label"":""Decision - web publication""}",2016-02-25,494,EN,,,2016-07-15,,2016-02-25,en,METADATA_DECISION_ATTACHMENT,"{""code"":""DocumentCategory0250"",""label"":""Description of the concentration""}",2016-01-07,57,EN,https://ec.europa.eu/competition/mergers/cases/additional_data/m7822_57_3.pdf,,,2016-01-08,,2016-01-07,en,M.7822-ATT57,METADATA_CASE_ATTACHMENT,,,,,,Competition DG,,,"{""items"":[{}]}",2015-10-12,Merger,,2016-02-25,,,2016-01-07,M.7822,7822,"{""items"":[{""reference"":""C:2016:012:"",""webDescription"":"""",""pageNumber"":"""",""referenceNumber"":""12"",""referenceYear"":""2016"",""referenceSeries"":""C"",""publishedDate"":""2016-01-15""}]}",2016-01-15,"{""items"":[{}]}",,,,Council Regulation 139/2004,,,"{""code"":""NaceSectorsC_32_5"",""label"":""C.32.5 - Manufacture of medical and dental instruments and supplies""}",Normal,,"{""items"":[{""date"":""2016-02-04"",""description"":""Changed deadline - Commitments submitted in N/1 on 04.02.2016"",""type"":""MEvent3"",""label"":""Changed deadline - Commitments submitted in N/1 on DATE_PLACEHOLDER"",""url"":""""}]}",2016-02-04,DENTSPLY / SIRONA,"{""code"":""MergerCaseType1"",""label"":""Merger""}",en,M.7822,METADATA_CASE,2016-02-25,,"{""items"":[{}]}",{03DECCF5-CA90-4DC3-975E-0A922126736B},"{""items"":[{}]}",,,"{""items"":[{""reference"":""IP_16_425"",""webDescription"":"""",""publicationDate"":""2016-02-25""}]}",2016-02-25,"{""code"":""DecisionType20212"",""label"":""Art. 6(1)(b) with conditions & obligations""}",en,M.7822-DEC{03DECCF5-CA90-4DC3-975E-0A922126736B},METADATA_DECISION
303,7162,https://ec.europa.eu/competition/mergers/cases1/202114/m9945_1174_3.pdf,M.9945-DEC{DA7CA69D-168E-466D-AA52-F71C1EF98EDF}-ATT1174,arbitrat*,EN,", which would enable third parties to receive speedy and effective adjudication through independent arbitrators. Importantly, the Commission would retain control of the procedure as the arbitrators wo",2026-06-05T18:06:23.076155,"{""code"":""DocumentCategory0587"",""label"":""Decision - web publication""}",2021-02-19,1174,EN,,,2021-03-31,,2021-02-19,en,METADATA_DECISION_ATTACHMENT,"{""code"":""DocumentCategory0250"",""label"":""Description of the concentration""}",2021-01-04,377,EN,https://ec.europa.eu/competition/mergers/cases1/20212/m9945_377_3.pdf,,,2021-01-06,,2021-01-04,en,M.9945-ATT377,METADATA_CASE_ATTACHMENT,,,,,,Competition DG,,,"{""items"":[{}]}",2020-08-11,Merger,,2021-02-19,,,2020-12-23,M.9945,9945,"{""items"":[{""reference"":""C:2021:008:"",""webDescription"":"""",""pageNumber"":"""",""referenceNumber"":""8"",""referenceYear"":""2021"",""referenceSeries"":""C"",""publishedDate"":""2021-01-11""}]}",2021-01-11,"{""items"":[{}]}",,,,Council Regulation 139/2004,,,"{""code"":""NaceSectorsC_26_6_0"",""label"":""C.26.60 - Manufacture of irradiation, electromedical and electrotherapeutic equipment""}",Normal,,"{""items"":[{""date"":""2021-01-29"",""description"":""Changed deadline - Commitments submitted in N/1 on 29.01.2021"",""type"":""MEvent3"",""label"":""Changed deadline - Commitments submitted in N/1 on DATE_PLACEHOLDER"",""url"":""""}]}",2021-01-29,SIEMENS HEALTHINEERS / VARIAN MEDICAL SYSTEMS,"{""code"":""MergerCaseType1"",""label"":""Merger""}",en,M.9945,METADATA_CASE,2021-02-19,,"{""items"":[{}]}",{DA7CA69D-168E-466D-AA52-F71C1EF98EDF},"{""items"":[{""reference"":""C:2021:121:"",""webDescription"":"""",""pageNumber"":"""",""referenceNumber"":""121"",""referenceYear"":""2021"",""referenceSeries"":""C"",""publishedDate"":""2021-04-09""}]}",2021-04-09,,"{""items"":[{""reference"":""IP_21_704"",""webDescription"":"""",""publicationDate"":""2021-04-09""}]}",2021-04-09,"{""code"":""DecisionType20212"",""label"":""Art. 6(1)(b) with conditions & obligations""}",en,M.9945-DEC{DA7CA69D-168E-466D-AA52-F71C1EF98EDF},METADATA_DECISION
